RANK,NAME,LANGUAGE,TYPE,MOST_STREAMED_GAME,2ND_MOST_STREAMED_GAME,AVERAGE_STREAM_DURATION,FOLLOWERS_GAINED_PER_STREAM,AVG_VIEWERS_PER_STREAM,AVG_GAMES_PER_STREAM,TOTAL_TIME_STREAMED,TOTAL_FOLLOWERS,TOTAL_VIEWS,TOTAL_GAMES_STREAMED,ACTIVE_DAYS_PER_WEEK,MOST_ACTIVE_DAY,DAY_WITH_MOST_FOLLOWERS_GAINED
790,ennaouii,Chinese,personality,Dead by Daylight,VALORANT,6.6,202,794,1.7,4.155,128000,505000,60,4.2,Saturday,Monday
791,zarbex,German,personality,Just Chatting,Grand Theft Auto V,5.3,133,210,1.8,6.076,150000,236000,112,4.3,Tuesday,Monday
792,teegrizzley,English,personality,Grand Theft Auto V,Call of Duty: Warzone,4.7,1.289,6.305,1.4,3.896,1090000,5350000,30,3.8,Wednesday,Friday
793,domenicowaccoo,Turkish,personality,Knight Online,Rise Online,4.0,209,15.550,1.2,2.916,123000,9180000,10,2.3,Saturday,Friday
794,deadlyslob,English,personality,Escape from Tarkov,DayZ,6.8,162,9.237,1.5,15.100,415000,22700000,264,5.7,Wednesday,Tuesday
795,johnqtcs,English,personality,VALORANT,Counter-Strike,3.9,262,893,1.1,2.962,191000,652000,27,2.6,Sunday,Tuesday
796,mrpokke,English,personality,Honkai: Star Rail,I'm Only Sleeping,6.5,222,0,1.6,1.727,61600,2,30,3.5,Sunday,Saturday
797,tteuw,Portuguese,personality,VALORANT,Just Chatting,5.3,677,9.941,1.4,4.441,505000,7410000,20,3.9,Wednesday,Sunday
798,atrioc,English,personality,Just Chatting,HITMAN 3,3.8,288,4.031,1.7,4.236,337000,4700000,219,2.9,Wednesday,Sunday
799,abed_dota,English,personality,Dota 2,,4.0,2.834,7.685,1,80,54000,147000,1,0.1,Saturday,Tuesday
800,roxasorg13th,Spanish,personality,FIFA 23,EA Sports FC 24,4.1,143,558,1.2,5.360,186000,724000,51,5.2,Wednesday,Friday
801,juice,Russian,personality,Just Chatting,Escape from Tarkov,7.2,45,8.714,1.7,17.250,124000,21800000,992,6,Saturday,Tuesday
802,justcooman,Russian,personality,Dota 2,Counter-Strike,5.0,237,15.281,1,7.831,385000,24800000,8,4.4,Wednesday,Monday
803,bbreadman,English,personality,Call of Duty: Warzone,Rust,6.3,141,1.621,1.1,8.506,185000,2140000,57,4.3,Tuesday,Saturday
804,banduracartel,Polish,personality,Just Chatting,Grand Theft Auto V,5.1,1.073,2.988,2.5,2.562,498000,1390000,114,3.6,Monday,Sunday
805,maghla,French,personality,Just Chatting,IRL,4.1,636,17.806,2,5.782,920000,25800000,473,3.7,Friday,Sunday
806,machete_vilches,Spanish,personality,Slots,Fortnite,3.8,95,329,1.3,4.614,128000,441000,70,3.6,Friday,Wednesday
807,dekkster,English,personality,Hearthstone,Marvel Snap,3.8,93,1.137,1.1,6.053,133000,1630000,62,4.4,Wednesday,Wednesday
808,dunduk,Russian,personality,Escape from Tarkov,Escape from Tarkov: Arena,6.9,88,12.625,1.4,10.887,141000,20100000,144,4.8,Friday,Tuesday
809,zeling,Spanish,personality,League of Legends,Just Chatting,4.5,245,11.013,1.9,9.635,562000,25000000,243,5.5,Tuesday,Wednesday
810,r_k7den,Japanese,personality,Grand Theft Auto V,Variety,6.5,86,5,1,2.069,30900,1800,19,1.9,Saturday,Tuesday
811,gostreamstv1158,English,personality,Variety,,2.3,113,0,1,7,226,0,1,0.5,Monday,Tuesday
812,restiafps,Chinese,personality,Apex Legends,Just Chatting,6.8,175,9.455,1.3,8.180,249000,13400000,104,3.4,Saturday,Sunday
813,low031,English,personality,Virtual Casino,Just Chatting,1.5,702,27,1,37,21100,847,9,0.1,Sunday,Tuesday
814,sick_nerd,English,personality,RuneScape,Old School RuneScape,7.3,98,7.660,1.2,12.331,204000,14800000,122,4.3,Saturday,Monday
815,sharkmacedo,Portuguese,personality,FIFA 21,FIFA 23,4.3,112,309,1,5.089,131000,361000,10,5.7,Friday,Saturday
816,nihmune,English,personality,Just Chatting,I'm Only Sleeping,3.4,832,1.129,1.5,1.593,325000,441000,105,2.8,Saturday,Tuesday
817,sirmaza,Spanish,personality,VALORANT,Counter-Strike,5.8,292,4.310,1.1,7.109,379000,5590000,26,5.5,Wednesday,Saturday
818,simply,English,personality,Super Mario 64,Minecraft,4.4,174,4.778,1.6,7.224,309000,8590000,133,4.2,Wednesday,Tuesday
819,lilaggy,English,personality,Sekiro: Shadows Die Twice,ELDEN RING,5.1,116,709,1.3,9.280,191000,1170000,182,5.4,Wednesday,Tuesday
820,amakipururu,Japanese,personality,Street Fighter 6,VALORANT,4.1,226,334,1.4,2.812,165000,244000,105,5.1,Friday,Sunday
821,tarzaned,English,personality,League of Legends,Pokemon UNITE,5.3,411,16.747,1.1,8.834,603000,24400000,51,4.2,Wednesday,Friday
822,therunningmanz,English,personality,DayZ,PUBG: BATTLEGROUNDS,7.3,179,5.818,1.1,12.806,349000,10800000,28,4.5,Tuesday,Monday
823,sequisha,English,personality,Escape from Tarkov,World of Warcraft,9.7,163,12.186,1.7,24.371,398000,28900000,312,6.4,Tuesday,Sunday
824,mister_m_do_tigrinho,Portuguese,personality,Virtual Casino,,23.0,6,0,1,2.484,5500,0,1,6.9,Thursday,Wednesday
825,qtcinderella,English,personality,Just Chatting,League of Legends,4.5,726,15.130,1.5,5.954,1020000,21200000,172,4.4,Sunday,Sunday
826,playhard,Portuguese,personality,Grand Theft Auto V,Just Chatting,3.5,1.817,24.180,2,2.930,1130000,14900000,54,2.2,Wednesday,Friday
827,jeffhoogland,English,personality,Magic: The Gathering,Marvel Snap,6.3,45,5.003,1.4,13.588,118000,12200000,168,5.5,Tuesday,Monday
828,dekarldent,German,personality,Just Chatting,League of Legends,4.1,48,4.308,1.2,7.554,91500,8119999,53,5.6,Wednesday,Monday
829,lazvell,Japanese,personality,VALORANT,Counter-Strike,4.1,403,6.118,1.1,2.876,339000,5150000,51,1.8,Tuesday,Tuesday
830,kettuncyukyuhei,Japanese,personality,Grand Theft Auto V,Just Chatting,6.2,62,107,1.8,4.674,51100,88800,201,4.5,Saturday,Saturday
831,subroza,English,personality,VALORANT,Counter-Strike,5.9,905,22.300,1.2,6.728,1010000,24800000,46,2.9,Monday,Monday
832,torontotokyo17,Russian,personality,Dota 2,ELDEN RING,5.3,1.915,14.706,1.2,605,239000,1830000,18,0.8,Sunday,Monday
833,agustin51,Spanish,personality,Fortnite,VALORANT,4.5,1.743,4.591,1.3,2.700,1100000,2850000,29,5.1,Monday,Sunday
834,curry,English,personality,VALORANT,Counter-Strike,5.0,436,830,1.1,4.483,427000,813000,39,2.6,Wednesday,Wednesday
835,9pasha,Russian,personality,Dota 2,Heroes of Might and Magic III: The Restoration of Erathia,5.9,297,3.753,1.2,934,64000,987000,4,0.6,Friday,Sunday
836,icuvabi,Russian,personality,Casino,,13.6,876,0,1,27,877,0,1,0.6,Saturday,Sunday
837,flight23white,English,personality,NBA 2K19,Just Chatting,3.0,3.432,20.081,2.4,2.232,2210000,12900000,50,2.6,Monday,Saturday
838,formula1,English,esports,F1 2019,F1 22,2.5,2.635,42.554,1,396,523000,8460000,10,0.5,Wednesday,Sunday
839,aunkere,Russian,personality,Counter-Strike,Just Chatting,3.6,318,10.389,1.2,5.265,520000,17000000,21,4.1,Saturday,Monday
840,moonryde,Italian,personality,Call of Duty: Warzone,PUBG: BATTLEGROUNDS,6.6,193,6.672,1.5,15.154,666000,23000000,161,5.9,Wednesday,Wednesday
841,s201111,Cantonese,personality,Just Chatting,Apex Legends,4.7,338,1.534,1.9,3.426,249000,1130000,122,4.1,Thursday,Sunday
842,agurin,English,personality,League of Legends,Just Chatting,7.0,151,6.542,1.1,14.934,398000,17200000,54,6.1,Monday,Tuesday
843,ibabyrainbow,English,personality,Just Chatting,Pools Hot Tubs and Beaches,6.1,761,15.385,1.7,6.726,720000,14600000,21,5.5,Monday,Monday
844,xari,French,personality,Just Chatting,League of Legends,4.6,253,13.036,1.6,7.697,408000,20500000,266,4.3,Sunday,Sunday
845,carpentieri,Portuguese,personality,FIFA 23,EA Sports FC 24,6.3,226,208,1.2,4.188,156000,144000,9,3.3,Saturday,Sunday
846,akyuliych,Russian,personality,Just Chatting,Counter-Strike,2.3,1.283,7.134,1.3,1.640,939000,5220000,52,2.4,Tuesday,Wednesday
847,kkatamina,English,personality,Just Chatting,VALORANT,4.9,925,22.455,2.7,3.666,615000,14900000,256,3.5,Tuesday,Tuesday
848,krapycoco,Chinese,personality,VALORANT,PUBG: BATTLEGROUNDS,7.4,82,2.265,1.5,7.210,81000,2230000,43,2.8,Wednesday,Saturday
849,fobm4ster,English,personality,Genshin Impact,Honkai: Star Rail,5.9,96,3.043,1.8,8.740,150000,4740000,249,4.2,Friday,Tuesday
850,terracid,French,personality,Minecraft,Just Chatting,3.5,725,10.002,1.7,3.999,925000,12600000,512,2.9,Sunday,Thursday
851,solary,French,esports,League of Legends,Teamfight Tactics,20.0,468,129.534,3.1,41.951,697000,191000000,382,6.1,Sunday,Sunday
852,ade3_3,Japanese,personality,VALORANT,Counter-Strike,4.7,109,805,1,3.630,94200,700000,29,2.4,Thursday,Saturday
853,forg1,Spanish,personality,Counter-Strike,Just Chatting,5.2,149,3.388,1.3,6.526,208000,4730000,19,3.9,Thursday,Monday
854,mother3rd,Japanese,personality,VALORANT,League of Legends,7.6,295,2.749,1.3,7.612,352000,3280000,74,6.1,Wednesday,Monday
855,xqn_thesad,English,personality,Hearthstone,,6.4,72,1.384,1,4.691,70400,1350000,1,4.9,Wednesday,Sunday
856,laplusdarknesss_hololive,Japanese,personality,VALORANT,League of Legends,3.4,2.029,1.893,1.1,450,331000,308000,16,1.1,Tuesday,Sunday
857,carolinekwan,English,personality,Just Chatting,ELDEN RING,5.2,249,0,1.4,2.451,124000,2,55,5.2,Thursday,Monday
858,elyihi,Spanish,personality,Sports,Sports,3.2,72,1.275,1,2.888,70700,1250000,14,5.6,Sunday,Saturday
859,fer,Portuguese,personality,Counter-Strike,Dota 2,4.2,1.285,33.840,1.3,2.353,704000,18300000,21,1.4,Thursday,Sunday
860,lukisteve,Polish,personality,Just Chatting,League of Legends,4.6,765,12.198,2.9,2.658,314000,5000000,182,2.7,Tuesday,Sunday
861,silizvlive,Portuguese,personality,Virtual Casino,Garena Free Fire,18.1,31,31,1,7.408,15200,15200,5,2.4,Tuesday,Friday
862,dashy,English,personality,VALORANT,Call of Duty: Black Ops 4,5.3,381,8.769,1.2,5.904,394000,9080000,34,3,Friday,Friday
863,fanfan,English,personality,Just Chatting,Grand Theft Auto V,7.3,390,3.596,1.8,5.695,262000,2410000,134,4.1,Tuesday,Wednesday
864,omybexul,Russian,personality,Casino,,5.5,4,0,1,6,5,0,1,0.6,Wednesday,Wednesday
865,vegetta777,Spanish,personality,Counter-Strike,Fortnite,3.5,8.847,0,1.5,345,2470000,0,30,3.4,Tuesday,Sunday
866,terablade,Russian,personality,Hearthstone,World of Warcraft,6.0,58,807,1.1,7.040,69500,971000,49,3.5,Saturday,Friday
867,hugodelire,French,personality,Just Chatting,ELDEN RING,3.4,359,3.686,2,2.001,241000,2370000,330,1.5,Saturday,Saturday
868,sypherpk,English,personality,Fortnite,For Honor,6.6,2.586,41.334,1.3,15.840,6940000,112000000,68,6.1,Tuesday,Sunday
869,orslok,Spanish,personality,Just Chatting,Fortnite,3.5,1.779,30.980,2.2,1.982,821000,14300000,178,1.7,Wednesday,Sunday
870,ricoy,Spanish,personality,Rust,Escape from Tarkov,4.9,374,14.417,1.3,7.242,476000,18400000,66,3.8,Friday,Thursday
871,benjyfishy,English,personality,Fortnite,VALORANT,3.5,4.230,86.632,1.1,3.332,4030000,82500000,23,3,Wednesday,Saturday
872,psp1g,English,personality,Counter-Strike,Just Chatting,6.4,96,371,2.7,6.991,103000,398000,371,4,Sunday,Saturday
873,rocky_,French,personality,FIFA 23,EA Sports FC 24,3.6,340,4.527,1.1,5.350,475000,6330000,38,3.9,Sunday,Sunday
874,vozipu,Russian,personality,Casino,,5.2,0,0,1,10,0,0,1,2,Tuesday,Tuesday
875,bawkbasoup,English,personality,Resident Evil 3: Nemesis,Resident Evil,7.3,76,4.783,2.4,17.502,182000,11000000,646,6.1,Thursday,Thursday
876,thijs,English,personality,Hearthstone,Magic: The Gathering,6.5,280,48.740,1.1,13.412,796000,114000000,48,5.3,Tuesday,Saturday
877,dansgaming,English,personality,Path of Exile,World of Warcraft,8.6,87,23.953,1.5,23.479,846000,149000000,1300,6.7,Friday,Sunday
878,chibidoki,English,personality,Just Chatting,Minecraft,3.6,621,1.478,1.8,3.411,474000,1130000,219,5.4,Thursday,Sunday
879,bakagaijinlive,Portuguese,personality,Just Chatting,Variety,2.8,1.811,645,1,363,234000,87600,3,1,Sunday,Monday
880,surefour,English,personality,Overwatch,League of Legends,5.7,277,8.004,1.4,8.936,461000,12300000,202,4,Tuesday,Sunday
881,rtgame,English,personality,Team Fortress 2,Minecraft,3.9,890,13.884,1.2,5.286,1170000,18300000,483,3.5,Sunday,Saturday
882,turuokamonohashi,Japanese,personality,Just Chatting,Shadowverse,4.5,391,719,1.1,403,51200,93800,25,0.5,Friday,Wednesday
883,geega,English,personality,Just Chatting,Grand Theft Auto V,4.6,252,197,2.1,3.778,161000,127000,231,4.8,Wednesday,Sunday
884,luzu_tv,Spanish,personality,Talk Shows & Podcasts,Variety,8.7,523,534,1,6.194,402000,411000,3,5,Wednesday,Tuesday
885,boxyfresh,English,personality,Sea of Thieves,ELDEN RING,6.8,136,3.659,1.3,7.866,159000,4280000,46,3.3,Monday,Friday
886,nyrepik,Russian,personality,Casino,,8.3,864,0,1,17,864,0,1,0.4,Thursday,Friday
887,bao,English,personality,Just Chatting,I'm Only Sleeping,5.5,944,3.847,1.7,3.249,535000,2180000,222,1.9,Saturday,Sunday
888,artcsgo,Portuguese,personality,Counter-Strike,Among Us,4.2,947,7.344,1.2,809,156000,1210000,18,0.6,Thursday,Wednesday
889,hudson_nf,Portuguese,personality,Virtual Casino,,19.9,23,0,1,140,1500,0,1,7,Monday,Thursday
890,onigiri,English,personality,Just Chatting,Food & Drink,5.2,351,564,1.3,3.044,206000,332000,92,4,Wednesday,Saturday
891,pikabooirl,English,personality,World of Warcraft,League of Legends,5.2,165,9.304,1,12.035,444000,24500000,37,5.9,Monday,Tuesday
892,a_seagull,English,personality,Overwatch,Apex Legends,5.4,480,22.626,1.6,8.601,1160000,45600000,243,4.1,Wednesday,Tuesday
893,anniefuchsia,English,personality,World of Warcraft,FINAL FANTASY XIV ONLINE,8.0,163,18.924,1.7,19.446,426000,44100000,311,6.2,Saturday,Saturday
894,qlnek,Polish,personality,Fortnite,Fall Guys,4.4,149,5.890,1.1,5.273,202000,7980000,36,4.3,Saturday,Sunday
895,tototmix,Japanese,personality,Grand Theft Auto V,VALORANT,7.2,300,7,1.2,2.147,98700,19800,45,0.8,Friday,Tuesday
896,et_1231,Chinese,personality,Just Chatting,Fall Guys,8.1,388,25.354,2.2,8.475,408000,26600000,191,5.6,Friday,Saturday
897,todukori,Russian,personality,Casino,,8.4,184,0,1,25,553,0,1,0.7,Friday,Saturday
898,gernaderjake,English,personality,Destiny 2,Fortnite,8.5,245,16.360,1.3,17.639,562000,33000000,179,5.3,Sunday,Saturday
899,bisejif,Russian,personality,Casino,,5.0,1,0,1,5,2,0,1,0.2,Tuesday,Tuesday
900,tvander,Spanish,personality,Just Chatting,League of Legends,3.6,510,17.282,2,4.982,551000,18600000,138,4,Sunday,Monday
901,filow,German,personality,Just Chatting,Rust,4.8,212,234,1.5,3.821,169000,186000,113,2.3,Wednesday,Sunday
902,spontent,German,personality,Sports,Just Chatting,5.6,115,47.880,1.1,3.846,85000,35100000,16,3.3,Saturday,Saturday
903,pancadalv,Portuguese,personality,VALORANT,Variety,3.3,935,2.154,1,727,187000,431000,2,0.8,Wednesday,Sunday
904,themainmanswe,English,personality,Tekken 7,Dead by Daylight,5.5,95,1.811,1.3,9.092,177000,3390000,81,4.2,Tuesday,Sunday
905,versuta,Russian,personality,Dota 2,PUBG: BATTLEGROUNDS,5.8,54,12.380,1.3,12.087,491000,121000000,26,5.3,Thursday,Thursday
906,crackheber,Spanish,personality,FIFA 23,EA Sports FC 24,4.1,147,536,1.1,5.446,202000,737000,17,5.1,Saturday,Sunday
907,kinggothalion,English,personality,Destiny 2,Destiny,7.1,200,19.406,1.4,10.743,1000000,49700000,243,3.8,Thursday,Tuesday
908,f1nn5ter,English,personality,Just Chatting,Minecraft,3.0,2.185,11.870,1.1,1.409,739000,4010000,19,1.9,Saturday,Monday
909,ray,English,personality,Just Chatting,Pokemon Sword/Shield,4.3,121,6.990,1.8,10.558,596000,18800000,905,6.2,Wednesday,Sunday
910,gladd,English,personality,Destiny 2,Valheim,9.6,299,17.498,1.3,21.684,534000,31200000,210,5.8,Wednesday,Saturday
911,saruei,English,personality,Art,Just Chatting,4.6,431,5.482,1.4,4.711,418000,5310000,277,2.8,Saturday,Sunday
912,echo_esports,English,esports,World of Warcraft,FINAL FANTASY XIV ONLINE,19.4,3.375,249.671,1,2.701,326000,23200000,5,0.7,Friday,Saturday
913,th3antonio,Spanish,personality,League of Legends,Escape from Tarkov,5.1,300,19.596,1.4,8.224,452000,29300000,89,4.1,Wednesday,Wednesday
914,jujalag,Spanish,personality,Just Chatting,World of Warcraft,6.0,601,7.758,2,5.288,517000,6670000,237,4.5,Sunday,Saturday
915,tonyrobbins,English,personality,Special Events,Variety,4.7,559,0,2,9,1200,0,3,0.1,Thursday,Thursday
916,xhocii,English,personality,Counter-Strike,Slots,3.1,245,235,1.1,1.518,115000,110000,7,2.1,Wednesday,Sunday
917,arturofernandeztv,Spanish,personality,Garena Free Fire,Just Chatting,4.8,346,4.528,1.7,5.019,410000,5360000,55,5,Thursday,Monday
918,tamatthi,Japanese,personality,Escape from Tarkov,Grand Theft Auto V,6.8,32,923,1.1,7.798,40300,1160000,30,5.3,Sunday,Saturday
919,hazardu,English,personality,Trackmania,TrackMania,2.7,494,4,1,113,19800,333,4,0.1,Monday,Sunday
920,monarch,English,personality,Counter-Strike,Just Chatting,4.4,604,0,1.8,96,14200,0,8,2.7,Friday,Saturday
921,xchocobars,English,personality,League of Legends,VALORANT,5.2,477,25.425,1.9,11.422,996000,51100000,263,5.6,Thursday,Sunday
922,marcomerrino,Italian,personality,Just Chatting,Super Smash Bros. Ultimate,3.1,438,4.588,1.8,2.284,257000,2650000,190,2,Saturday,Monday
923,jessirocks,German,personality,Diablo III,Diablo IV,5.2,112,19.253,1.4,8.879,223000,37600000,114,4.4,Friday,Friday
924,keshaeuw,English,personality,League of Legends,Minecraft,4.8,372,622,1,6.551,505000,842000,11,4.2,Thursday,Saturday
925,vukiby,Russian,personality,Casino,,6.8,1,0,1,7,1,0,1,1,Tuesday,Tuesday
926,ayrun,English,personality,Dead by Daylight,The Texas Chain Saw Massacre,4.3,431,5.203,1.1,3.945,358000,4340000,37,2.4,Friday,Thursday
927,limmy,English,personality,Just Chatting,Dead by Daylight,4.8,211,4.232,2.4,8.179,476000,10200000,497,5.8,Thursday,Wednesday
928,repullze,English,personality,Call of Duty: Warzone,Just Chatting,7.1,217,3.374,1.3,9.210,293000,4550000,58,4.5,Tuesday,Monday
929,officermesser,English,personality,Grand Theft Auto V,Just Chatting,1.8,223,165,1,1.391,144000,107000,7,2.7,Monday,Sunday
930,wakzlol,French,personality,League of Legends,Dark and Darker,6.0,215,392,1.4,2.769,119000,281000,48,1.2,Monday,Monday
931,alinity,English,personality,Just Chatting,Apex Legends,5.2,693,39.970,2.1,9.854,1500000,88700000,198,4.9,Friday,Thursday
932,jay3,English,personality,Overwatch,Overwatch 2,8.0,186,3.426,1.2,18.972,665000,12200000,70,6,Thursday,Wednesday
933,kaydop,French,personality,Rocket League,Escape from Tarkov,3.6,382,8.784,1.2,7.274,785000,18000000,102,5.1,Tuesday,Monday
934,gotsukishima,Japanese,personality,Apex Legends,Grand Theft Auto V,6.8,29,1.522,1.2,14.578,70600,3750000,186,5.5,Saturday,Saturday
935,makupag,Russian,personality,Casino,,10.3,865,0,1,21,865,0,1,0.5,Monday,Sunday
936,chiringuitovivo,Spanish,personality,Sports,Fortnite,2.4,95,0,1,523,20300,0,13,2.8,Wednesday,Wednesday
937,vetheo,French,personality,League of Legends,Watch Dogs 2,3.8,132,2.608,1,2.331,97800,1940000,3,2.1,Monday,Monday
938,buxexa_q,Portuguese,personality,Virtual Casino,Slots,13.3,152,0,1,53,1400,0,2,0.8,Monday,Monday
939,scream,English,personality,VALORANT,Counter-Strike,3.5,2.989,56.393,1.1,1.320,1540000,29800000,20,1,Friday,Sunday
940,orangemorange,German,personality,Grand Theft Auto V,Just Chatting,5.2,273,11.689,2,11.295,516000,24300000,199,4.8,Thursday,Saturday
941,sheefgg,English,personality,Escape from Tarkov,PUBG: BATTLEGROUNDS,8.8,93,959,1.1,15.790,159000,1650000,57,5.1,Wednesday,Saturday
942,hudson_fss,Portuguese,personality,Virtual Casino,Slots,13.3,111,0,1.4,53,1300,0,3,0.8,Tuesday,Tuesday
943,annacramling,English,personality,Chess,Chess (5),4.6,444,25.988,1.4,4.448,428000,25100000,65,4.2,Tuesday,Sunday
944,manyrin,Russian,personality,Just Chatting,World of Warcraft,5.8,124,11.664,1.3,12.239,537000,48500000,109,5.4,Sunday,Tuesday
945,happyhappygal,English,personality,Fortnite,Apex Legends,5.3,236,0,1,2.821,141000,65,6,5.8,Saturday,Tuesday
946,kumalezo,Russian,personality,Casino,,2.9,234,0,1,6,234,0,1,0.7,Monday,Monday
947,yetz,Portuguese,personality,League of Legends,World of Warcraft,6.8,394,20.708,1.3,11.500,930000,60600000,74,4.3,Tuesday,Wednesday
948,xnapycz,Czech,personality,League of Legends,Just Chatting,4.9,102,9.682,1.4,9.369,199000,18900000,79,5.4,Tuesday,Saturday
949,julien,English,personality,PUBG: BATTLEGROUNDS,Escape from Tarkov,5.1,522,13.098,2,8.304,755000,18100000,211,4.1,Tuesday,Friday
950,buxexa_r,Portuguese,personality,Virtual Casino,Slots,9.6,16,0,1.5,29,1300,0,2,0.7,Monday,Monday
951,payo,English,personality,World of Warcraft,Variety,7.5,170,15.877,1.1,15.227,325000,30200000,17,5.2,Saturday,Wednesday
952,ricci,English,personality,Tom Clancy's Rainbow Six Siege,XDefiant,7.2,1.335,0,1.2,497,102000,0,13,7,Tuesday,Sunday
953,relaxcis,Russian,personality,VALORANT,Just Chatting,7.4,130,0,1.1,4.062,74600,305,15,2.9,Saturday,Sunday
954,menostrece,Spanish,personality,Dead by Daylight,Escape from Tarkov,5.1,557,15.422,1.3,10.873,1210000,33200000,387,5.5,Friday,Sunday
955,sweatcicle,English,personality,Destiny 2,Destiny,6.3,257,5.538,1.4,11.742,437000,9410000,99,5.2,Tuesday,Tuesday
956,mylonzete,Portuguese,personality,League of Legends,Just Chatting,4.5,649,13.045,1.2,3.688,578000,12400000,35,2.1,Thursday,Tuesday
957,jaikerumakuson,Japanese,personality,Grand Theft Auto V,VALORANT,5.9,63,4,1.1,2.782,34000,2400,53,2.9,Sunday,Sunday
958,loeya,English,personality,Fortnite,Counter-Strike,7.3,644,27.302,1.2,16.466,1630000,69000000,94,6.3,Friday,Sunday
959,renekreher,German,personality,IRL,Just Chatting,7.4,77,640,1.2,2.601,25500,211000,15,2.1,Saturday,Monday
960,coolifegame,Spanish,personality,Grand Theft Auto V,Minecraft,5.9,523,24.938,1.6,8.974,897000,40600000,134,3.9,Wednesday,Tuesday
961,edopeh,German,personality,RimWorld,Project Zomboid,5.4,18,1.671,1.5,9.763,33300,3020000,221,4.6,Sunday,Sunday
962,kokujintv,Japanese,personality,Street Fighter 6,VALORANT,6.2,181,793,1.4,3.664,123000,539000,62,2.7,Friday,Sunday
963,lvthalo,English,personality,Halo Infinite,Halo 5: Guardians,6.1,206,340,1,2.911,71000,117000,11,1.6,Sunday,Saturday
964,lollolacustre,Italian,personality,Minecraft,Brawl Stars,4.8,714,0,1.5,2.436,566000,30,46,2.8,Wednesday,Monday
965,thiefs,English,personality,Fortnite,Call of Duty: WWII,7.1,229,2.790,1.1,16.818,575000,6990000,55,6.1,Thursday,Saturday
966,alexclick,French,personality,Grand Theft Auto V,ARK: Survival Evolved,5.2,88,9.077,1.1,7.035,177000,15900000,169,3.4,Wednesday,Saturday
967,el_yuste,Spanish,personality,Just Chatting,League of Legends,3.8,152,2.532,1.1,3.995,176000,2930000,55,3.5,Thursday,Saturday
968,ko0416,Chinese,personality,Just Chatting,PUBG: BATTLEGROUNDS,9.2,48,19.638,1.6,22.013,122000,49200000,327,6.1,Tuesday,Sunday
969,ariasaki,English,personality,Just Chatting,Teamfight Tactics,7.1,560,14.827,1.6,8.943,654000,17200000,208,3.2,Wednesday,Friday
970,auslots,English,personality,Slots,Just Chatting,9.0,26,247,1,12.176,59800,558000,8,6.3,Friday,Monday
971,bunnyayu,English,personality,Just Chatting,ASMR,3.1,326,3.406,1.8,3.225,313000,3270000,290,3.3,Monday,Saturday
972,ai_hongo_,Japanese,personality,Just Chatting,IRL,4.0,1.886,0,1.3,190,92500,0,15,5.4,Sunday,Tuesday
973,slipix,French,personality,League of Legends,Legends of Runeterra,3.5,131,2.227,1,5.863,191000,3240000,24,4.3,Monday,Saturday
974,gearbaby1010,Chinese,personality,Teamfight Tactics,League of Legends,6.9,273,14.986,1.4,7.345,290000,15700000,50,3,Wednesday,Monday
975,homaxih,Russian,personality,Casino,,3.1,2,0,1,6,3,0,1,0.7,Tuesday,Tuesday
976,sylvainlyve,French,personality,Just Chatting,SnowRunner,3.0,3.725,0,1.3,66,169000,0,12,0.9,Sunday,Sunday
977,alphakep,English,personality,Rocket League,Slots,3.6,117,649,1,7.394,250000,1390000,25,5.6,Wednesday,Saturday
978,jeefhs,English,personality,Hearthstone,Poker,5.2,47,104,1,4.007,47000,105000,16,4.5,Wednesday,Tuesday
979,sips_,English,personality,Minecraft,RimWorld,6.5,178,9.415,1.3,11.260,546000,21800000,342,4.4,Wednesday,Monday
980,josie5297,Chinese,personality,Just Chatting,Albion Online,5.9,382,0,1.3,1.735,117000,0,31,3.7,Wednesday,Sunday
981,rocketstreetlive,Spanish,personality,Rocket League,Variety,4.0,362,6.812,1,2.603,195000,3670000,3,1.6,Sunday,Sunday
982,brino,Portuguese,personality,Just Chatting,Grand Theft Auto V,4.2,831,4.394,1.6,4.862,777000,4110000,80,4.7,Wednesday,Tuesday
983,narutovie_,French,personality,Grand Theft Auto V,Fortnite,3.5,225,160,1.4,1.591,106000,75000,42,2,Sunday,Sunday
984,dakillzor,English,personality,World of Tanks,I'm Only Sleeping,8.5,96,6.832,1.1,20.786,239000,17000000,58,6.2,Tuesday,Sunday
985,central_committee,English,personality,Just Chatting,Politics,5.1,54,1.698,1,6.787,71200,2240000,12,4.2,Wednesday,Sunday
986,nickeh30,English,personality,Fortnite,Call of Duty: Warzone,6.0,3.633,54.313,1.2,8.654,5350000,79900000,85,4,Tuesday,Sunday
987,eslcsc,English,esports,Counter-Strike,Variety,5.6,1.026,32.380,1,1.435,297000,9380000,2,0.8,Wednesday,Sunday
988,smii7y,English,personality,Call of Duty: Warzone,PUBG: BATTLEGROUNDS,2.7,3.045,6.844,1.1,1.135,1310000,3020000,114,1.1,Sunday,Thursday
989,laink,French,personality,Rocket League,Penumbra: Black Plague,4.5,851,14.497,1.5,3.818,777000,12900000,337,2.2,Monday,Saturday
990,karmikkoala,Russian,personality,Just Chatting,DARK SOULS III,7.2,109,13.845,1.9,14.056,216000,27300000,311,4.9,Tuesday,Sunday
991,ranboolive,English,personality,Minecraft,Just Chatting,2.7,6.535,98.411,1.2,1.927,4440000,66900000,214,3.7,Saturday,Saturday
